DateSRKey,Date,DateKey,Year,Quarter,Month,MonthName,WeekOfYear,Day,DayName,YearMonth
386,2009-01-20,20090120,2009,1,1,January,4,20,Tuesday,2009-01
387,2009-01-21,20090121,2009,1,1,January,4,21,Wednesday,2009-01
388,2009-01-22,20090122,2009,1,1,January,4,22,Thursday,2009-01
389,2009-01-23,20090123,2009,1,1,January,4,23,Friday,2009-01
390,2009-01-24,20090124,2009,1,1,January,4,24,Saturday,2009-01
391,2009-01-25,20090125,2009,1,1,January,4,25,Sunday,2009-01
392,2009-01-26,20090126,2009,1,1,January,5,26,Monday,2009-01
393,2009-01-27,20090127,2009,1,1,January,5,27,Tuesday,2009-01
394,2009-01-28,20090128,2009,1,1,January,5,28,Wednesday,2009-01
395,2009-01-29,20090129,2009,1,1,January,5,29,Thursday,2009-01
396,2009-01-30,20090130,2009,1,1,January,5,30,Friday,2009-01
397,2009-01-31,20090131,2009,1,1,January,5,31,Saturday,2009-01
398,2009-02-01,20090201,2009,1,2,February,5,1,Sunday,2009-02
399,2009-02-02,20090202,2009,1,2,February,6,2,Monday,2009-02
400,2009-02-03,20090203,2009,1,2,February,6,3,Tuesday,2009-02
401,2009-02-04,20090204,2009,1,2,February,6,4,Wednesday,2009-02
402,2009-02-05,20090205,2009,1,2,February,6,5,Thursday,2009-02
403,2009-02-06,20090206,2009,1,2,February,6,6,Friday,2009-02
404,2009-02-07,20090207,2009,1,2,February,6,7,Saturday,2009-02
405,2009-02-08,20090208,2009,1,2,February,6,8,Sunday,2009-02
406,2009-02-09,20090209,2009,1,2,February,7,9,Monday,2009-02
407,2009-02-10,20090210,2009,1,2,February,7,10,Tuesday,2009-02
408,2009-02-11,20090211,2009,1,2,February,7,11,Wednesday,2009-02
409,2009-02-12,20090212,2009,1,2,February,7,12,Thursday,2009-02
410,2009-02-13,20090213,2009,1,2,February,7,13,Friday,2009-02
411,2009-02-14,20090214,2009,1,2,February,7,14,Saturday,2009-02
412,2009-02-15,20090215,2009,1,2,February,7,15,Sunday,2009-02
413,2009-02-16,20090216,2009,1,2,February,8,16,Monday,2009-02
414,2009-02-17,20090217,2009,1,2,February,8,17,Tuesday,2009-02
415,2009-02-18,20090218,2009,1,2,February,8,18,Wednesday,2009-02
416,2009-02-19,20090219,2009,1,2,February,8,19,Thursday,2009-02
417,2009-02-20,20090220,2009,1,2,February,8,20,Friday,2009-02
418,2009-02-21,20090221,2009,1,2,February,8,21,Saturday,2009-02
419,2009-02-22,20090222,2009,1,2,February,8,22,Sunday,2009-02
420,2009-02-23,20090223,2009,1,2,February,9,23,Monday,2009-02
421,2009-02-24,20090224,2009,1,2,February,9,24,Tuesday,2009-02
422,2009-02-25,20090225,2009,1,2,February,9,25,Wednesday,2009-02
423,2009-02-26,20090226,2009,1,2,February,9,26,Thursday,2009-02
424,2009-02-27,20090227,2009,1,2,February,9,27,Friday,2009-02
425,2009-02-28,20090228,2009,1,2,February,9,28,Saturday,2009-02
426,2009-03-01,20090301,2009,1,3,March,9,1,Sunday,2009-03
427,2009-03-02,20090302,2009,1,3,March,10,2,Monday,2009-03
428,2009-03-03,20090303,2009,1,3,March,10,3,Tuesday,2009-03
429,2009-03-04,20090304,2009,1,3,March,10,4,Wednesday,2009-03
430,2009-03-05,20090305,2009,1,3,March,10,5,Thursday,2009-03
431,2009-03-06,20090306,2009,1,3,March,10,6,Friday,2009-03
432,2009-03-07,20090307,2009,1,3,March,10,7,Saturday,2009-03
433,2009-03-08,20090308,2009,1,3,March,10,8,Sunday,2009-03
434,2009-03-09,20090309,2009,1,3,March,11,9,Monday,2009-03
435,2009-03-10,20090310,2009,1,3,March,11,10,Tuesday,2009-03
436,2009-03-11,20090311,2009,1,3,March,11,11,Wednesday,2009-03
437,2009-03-12,20090312,2009,1,3,March,11,12,Thursday,2009-03
438,2009-03-13,20090313,2009,1,3,March,11,13,Friday,2009-03
439,2009-03-14,20090314,2009,1,3,March,11,14,Saturday,2009-03
440,2009-03-15,20090315,2009,1,3,March,11,15,Sunday,2009-03
441,2009-03-16,20090316,2009,1,3,March,12,16,Monday,2009-03
442,2009-03-17,20090317,2009,1,3,March,12,17,Tuesday,2009-03
443,2009-03-18,20090318,2009,1,3,March,12,18,Wednesday,2009-03
444,2009-03-19,20090319,2009,1,3,March,12,19,Thursday,2009-03
445,2009-03-20,20090320,2009,1,3,March,12,20,Friday,2009-03
446,2009-03-21,20090321,2009,1,3,March,12,21,Saturday,2009-03
447,2009-03-22,20090322,2009,1,3,March,12,22,Sunday,2009-03
448,2009-03-23,20090323,2009,1,3,March,13,23,Monday,2009-03
449,2009-03-24,20090324,2009,1,3,March,13,24,Tuesday,2009-03
450,2009-03-25,20090325,2009,1,3,March,13,25,Wednesday,2009-03
451,2009-03-26,20090326,2009,1,3,March,13,26,Thursday,2009-03
452,2009-03-27,20090327,2009,1,3,March,13,27,Friday,2009-03
453,2009-03-28,20090328,2009,1,3,March,13,28,Saturday,2009-03
454,2009-03-29,20090329,2009,1,3,March,13,29,Sunday,2009-03
455,2009-03-30,20090330,2009,1,3,March,14,30,Monday,2009-03
456,2009-03-31,20090331,2009,1,3,March,14,31,Tuesday,2009-03
457,2009-04-01,20090401,2009,2,4,April,14,1,Wednesday,2009-04
458,2009-04-02,20090402,2009,2,4,April,14,2,Thursday,2009-04
459,2009-04-03,20090403,2009,2,4,April,14,3,Friday,2009-04
460,2009-04-04,20090404,2009,2,4,April,14,4,Saturday,2009-04
461,2009-04-05,20090405,2009,2,4,April,14,5,Sunday,2009-04
462,2009-04-06,20090406,2009,2,4,April,15,6,Monday,2009-04
463,2009-04-07,20090407,2009,2,4,April,15,7,Tuesday,2009-04
464,2009-04-08,20090408,2009,2,4,April,15,8,Wednesday,2009-04
465,2009-04-09,20090409,2009,2,4,April,15,9,Thursday,2009-04
466,2009-04-10,20090410,2009,2,4,April,15,10,Friday,2009-04
467,2009-04-11,20090411,2009,2,4,April,15,11,Saturday,2009-04
468,2009-04-12,20090412,2009,2,4,April,15,12,Sunday,2009-04
469,2009-04-13,20090413,2009,2,4,April,16,13,Monday,2009-04
470,2009-04-14,20090414,2009,2,4,April,16,14,Tuesday,2009-04
471,2009-04-15,20090415,2009,2,4,April,16,15,Wednesday,2009-04
472,2009-04-16,20090416,2009,2,4,April,16,16,Thursday,2009-04
473,2009-04-17,20090417,2009,2,4,April,16,17,Friday,2009-04
474,2009-04-18,20090418,2009,2,4,April,16,18,Saturday,2009-04
475,2009-04-19,20090419,2009,2,4,April,16,19,Sunday,2009-04
476,2009-04-20,20090420,2009,2,4,April,17,20,Monday,2009-04
477,2009-04-21,20090421,2009,2,4,April,17,21,Tuesday,2009-04
478,2009-04-22,20090422,2009,2,4,April,17,22,Wednesday,2009-04
479,2009-04-23,20090423,2009,2,4,April,17,23,Thursday,2009-04
480,2009-04-24,20090424,2009,2,4,April,17,24,Friday,2009-04
481,2009-04-25,20090425,2009,2,4,April,17,25,Saturday,2009-04
482,2009-04-26,20090426,2009,2,4,April,17,26,Sunday,2009-04
483,2009-04-27,20090427,2009,2,4,April,18,27,Monday,2009-04
484,2009-04-28,20090428,2009,2,4,April,18,28,Tuesday,2009-04
485,2009-04-29,20090429,2009,2,4,April,18,29,Wednesday,2009-04
486,2009-04-30,20090430,2009,2,4,April,18,30,Thursday,2009-04
487,2009-05-01,20090501,2009,2,5,May,18,1,Friday,2009-05
488,2009-05-02,20090502,2009,2,5,May,18,2,Saturday,2009-05
489,2009-05-03,20090503,2009,2,5,May,18,3,Sunday,2009-05
490,2009-05-04,20090504,2009,2,5,May,19,4,Monday,2009-05
491,2009-05-05,20090505,2009,2,5,May,19,5,Tuesday,2009-05
492,2009-05-06,20090506,2009,2,5,May,19,6,Wednesday,2009-05
493,2009-05-07,20090507,2009,2,5,May,19,7,Thursday,2009-05
494,2009-05-08,20090508,2009,2,5,May,19,8,Friday,2009-05
495,2009-05-09,20090509,2009,2,5,May,19,9,Saturday,2009-05
496,2009-05-10,20090510,2009,2,5,May,19,10,Sunday,2009-05
497,2009-05-11,20090511,2009,2,5,May,20,11,Monday,2009-05
498,2009-05-12,20090512,2009,2,5,May,20,12,Tuesday,2009-05
499,2009-05-13,20090513,2009,2,5,May,20,13,Wednesday,2009-05
500,2009-05-14,20090514,2009,2,5,May,20,14,Thursday,2009-05
501,2009-05-15,20090515,2009,2,5,May,20,15,Friday,2009-05
502,2009-05-16,20090516,2009,2,5,May,20,16,Saturday,2009-05
503,2009-05-17,20090517,2009,2,5,May,20,17,Sunday,2009-05
504,2009-05-18,20090518,2009,2,5,May,21,18,Monday,2009-05
505,2009-05-19,20090519,2009,2,5,May,21,19,Tuesday,2009-05
506,2009-05-20,20090520,2009,2,5,May,21,20,Wednesday,2009-05
507,2009-05-21,20090521,2009,2,5,May,21,21,Thursday,2009-05
508,2009-05-22,20090522,2009,2,5,May,21,22,Friday,2009-05
509,2009-05-23,20090523,2009,2,5,May,21,23,Saturday,2009-05
510,2009-05-24,20090524,2009,2,5,May,21,24,Sunday,2009-05
511,2009-05-25,20090525,2009,2,5,May,22,25,Monday,2009-05
512,2009-05-26,20090526,2009,2,5,May,22,26,Tuesday,2009-05
513,2009-05-27,20090527,2009,2,5,May,22,27,Wednesday,2009-05
514,2009-05-28,20090528,2009,2,5,May,22,28,Thursday,2009-05
515,2009-05-29,20090529,2009,2,5,May,22,29,Friday,2009-05
516,2009-05-30,20090530,2009,2,5,May,22,30,Saturday,2009-05
517,2009-05-31,20090531,2009,2,5,May,22,31,Sunday,2009-05
518,2009-06-01,20090601,2009,2,6,June,23,1,Monday,2009-06
519,2009-06-02,20090602,2009,2,6,June,23,2,Tuesday,2009-06
520,2009-06-03,20090603,2009,2,6,June,23,3,Wednesday,2009-06
521,2009-06-04,20090604,2009,2,6,June,23,4,Thursday,2009-06
522,2009-06-05,20090605,2009,2,6,June,23,5,Friday,2009-06
523,2009-06-06,20090606,2009,2,6,June,23,6,Saturday,2009-06
524,2009-06-07,20090607,2009,2,6,June,23,7,Sunday,2009-06
525,2009-06-08,20090608,2009,2,6,June,24,8,Monday,2009-06
526,2009-06-09,20090609,2009,2,6,June,24,9,Tuesday,2009-06
527,2009-06-10,20090610,2009,2,6,June,24,10,Wednesday,2009-06
528,2009-06-11,20090611,2009,2,6,June,24,11,Thursday,2009-06
529,2009-06-12,20090612,2009,2,6,June,24,12,Friday,2009-06
530,2009-06-13,20090613,2009,2,6,June,24,13,Saturday,2009-06
531,2009-06-14,20090614,2009,2,6,June,24,14,Sunday,2009-06
532,2009-06-15,20090615,2009,2,6,June,25,15,Monday,2009-06
533,2009-06-16,20090616,2009,2,6,June,25,16,Tuesday,2009-06
534,2009-06-17,20090617,2009,2,6,June,25,17,Wednesday,2009-06
535,2009-06-18,20090618,2009,2,6,June,25,18,Thursday,2009-06
536,2009-06-19,20090619,2009,2,6,June,25,19,Friday,2009-06
537,2009-06-20,20090620,2009,2,6,June,25,20,Saturday,2009-06
538,2009-06-21,20090621,2009,2,6,June,25,21,Sunday,2009-06
539,2009-06-22,20090622,2009,2,6,June,26,22,Monday,2009-06
540,2009-06-23,20090623,2009,2,6,June,26,23,Tuesday,2009-06
541,2009-06-24,20090624,2009,2,6,June,26,24,Wednesday,2009-06
542,2009-06-25,20090625,2009,2,6,June,26,25,Thursday,2009-06
543,2009-06-26,20090626,2009,2,6,June,26,26,Friday,2009-06
544,2009-06-27,20090627,2009,2,6,June,26,27,Saturday,2009-06
545,2009-06-28,20090628,2009,2,6,June,26,28,Sunday,2009-06
546,2009-06-29,20090629,2009,2,6,June,27,29,Monday,2009-06
547,2009-06-30,20090630,2009,2,6,June,27,30,Tuesday,2009-06
548,2009-07-01,20090701,2009,3,7,July,27,1,Wednesday,2009-07
549,2009-07-02,20090702,2009,3,7,July,27,2,Thursday,2009-07
550,2009-07-03,20090703,2009,3,7,July,27,3,Friday,2009-07
551,2009-07-04,20090704,2009,3,7,July,27,4,Saturday,2009-07
552,2009-07-05,20090705,2009,3,7,July,27,5,Sunday,2009-07
553,2009-07-06,20090706,2009,3,7,July,28,6,Monday,2009-07
554,2009-07-07,20090707,2009,3,7,July,28,7,Tuesday,2009-07
555,2009-07-08,20090708,2009,3,7,July,28,8,Wednesday,2009-07
556,2009-07-09,20090709,2009,3,7,July,28,9,Thursday,2009-07
557,2009-07-10,20090710,2009,3,7,July,28,10,Friday,2009-07
558,2009-07-11,20090711,2009,3,7,July,28,11,Saturday,2009-07
559,2009-07-12,20090712,2009,3,7,July,28,12,Sunday,2009-07
560,2009-07-13,20090713,2009,3,7,July,29,13,Monday,2009-07
561,2009-07-14,20090714,2009,3,7,July,29,14,Tuesday,2009-07
562,2009-07-15,20090715,2009,3,7,July,29,15,Wednesday,2009-07
563,2009-07-16,20090716,2009,3,7,July,29,16,Thursday,2009-07
564,2009-07-17,20090717,2009,3,7,July,29,17,Friday,2009-07
565,2009-07-18,20090718,2009,3,7,July,29,18,Saturday,2009-07
566,2009-07-19,20090719,2009,3,7,July,29,19,Sunday,2009-07
567,2009-07-20,20090720,2009,3,7,July,30,20,Monday,2009-07
568,2009-07-21,20090721,2009,3,7,July,30,21,Tuesday,2009-07
569,2009-07-22,20090722,2009,3,7,July,30,22,Wednesday,2009-07
570,2009-07-23,20090723,2009,3,7,July,30,23,Thursday,2009-07
571,2009-07-24,20090724,2009,3,7,July,30,24,Friday,2009-07
572,2009-07-25,20090725,2009,3,7,July,30,25,Saturday,2009-07
573,2009-07-26,20090726,2009,3,7,July,30,26,Sunday,2009-07
574,2009-07-27,20090727,2009,3,7,July,31,27,Monday,2009-07
575,2009-07-28,20090728,2009,3,7,July,31,28,Tuesday,2009-07
576,2009-07-29,20090729,2009,3,7,July,31,29,Wednesday,2009-07
577,2009-07-30,20090730,2009,3,7,July,31,30,Thursday,2009-07
578,2009-07-31,20090731,2009,3,7,July,31,31,Friday,2009-07
579,2009-08-01,20090801,2009,3,8,August,31,1,Saturday,2009-08
580,2009-08-02,20090802,2009,3,8,August,31,2,Sunday,2009-08
581,2009-08-03,20090803,2009,3,8,August,32,3,Monday,2009-08
582,2009-08-04,20090804,2009,3,8,August,32,4,Tuesday,2009-08
583,2009-08-05,20090805,2009,3,8,August,32,5,Wednesday,2009-08
584,2009-08-06,20090806,2009,3,8,August,32,6,Thursday,2009-08
585,2009-08-07,20090807,2009,3,8,August,32,7,Friday,2009-08
586,2009-08-08,20090808,2009,3,8,August,32,8,Saturday,2009-08
587,2009-08-09,20090809,2009,3,8,August,32,9,Sunday,2009-08
588,2009-08-10,20090810,2009,3,8,August,33,10,Monday,2009-08
589,2009-08-11,20090811,2009,3,8,August,33,11,Tuesday,2009-08
590,2009-08-12,20090812,2009,3,8,August,33,12,Wednesday,2009-08
591,2009-08-13,20090813,2009,3,8,August,33,13,Thursday,2009-08
592,2009-08-14,20090814,2009,3,8,August,33,14,Friday,2009-08
593,2009-08-15,20090815,2009,3,8,August,33,15,Saturday,2009-08
594,2009-08-16,20090816,2009,3,8,August,33,16,Sunday,2009-08
595,2009-08-17,20090817,2009,3,8,August,34,17,Monday,2009-08
596,2009-08-18,20090818,2009,3,8,August,34,18,Tuesday,2009-08
597,2009-08-19,20090819,2009,3,8,August,34,19,Wednesday,2009-08
598,2009-08-20,20090820,2009,3,8,August,34,20,Thursday,2009-08
599,2009-08-21,20090821,2009,3,8,August,34,21,Friday,2009-08
600,2009-08-22,20090822,2009,3,8,August,34,22,Saturday,2009-08
601,2009-08-23,20090823,2009,3,8,August,34,23,Sunday,2009-08
602,2009-08-24,20090824,2009,3,8,August,35,24,Monday,2009-08
603,2009-08-25,20090825,2009,3,8,August,35,25,Tuesday,2009-08
604,2009-08-26,20090826,2009,3,8,August,35,26,Wednesday,2009-08
605,2009-08-27,20090827,2009,3,8,August,35,27,Thursday,2009-08
606,2009-08-28,20090828,2009,3,8,August,35,28,Friday,2009-08
607,2009-08-29,20090829,2009,3,8,August,35,29,Saturday,2009-08
608,2009-08-30,20090830,2009,3,8,August,35,30,Sunday,2009-08
609,2009-08-31,20090831,2009,3,8,August,36,31,Monday,2009-08
610,2009-09-01,20090901,2009,3,9,September,36,1,Tuesday,2009-09
611,2009-09-02,20090902,2009,3,9,September,36,2,Wednesday,2009-09
612,2009-09-03,20090903,2009,3,9,September,36,3,Thursday,2009-09
613,2009-09-04,20090904,2009,3,9,September,36,4,Friday,2009-09
614,2009-09-05,20090905,2009,3,9,September,36,5,Saturday,2009-09
615,2009-09-06,20090906,2009,3,9,September,36,6,Sunday,2009-09
616,2009-09-07,20090907,2009,3,9,September,37,7,Monday,2009-09
617,2009-09-08,20090908,2009,3,9,September,37,8,Tuesday,2009-09
618,2009-09-09,20090909,2009,3,9,September,37,9,Wednesday,2009-09
619,2009-09-10,20090910,2009,3,9,September,37,10,Thursday,2009-09
620,2009-09-11,20090911,2009,3,9,September,37,11,Friday,2009-09
621,2009-09-12,20090912,2009,3,9,September,37,12,Saturday,2009-09
622,2009-09-13,20090913,2009,3,9,September,37,13,Sunday,2009-09
623,2009-09-14,20090914,2009,3,9,September,38,14,Monday,2009-09
624,2009-09-15,20090915,2009,3,9,September,38,15,Tuesday,2009-09
625,2009-09-16,20090916,2009,3,9,September,38,16,Wednesday,2009-09
626,2009-09-17,20090917,2009,3,9,September,38,17,Thursday,2009-09
627,2009-09-18,20090918,2009,3,9,September,38,18,Friday,2009-09
628,2009-09-19,20090919,2009,3,9,September,38,19,Saturday,2009-09
629,2009-09-20,20090920,2009,3,9,September,38,20,Sunday,2009-09
630,2009-09-21,20090921,2009,3,9,September,39,21,Monday,2009-09
631,2009-09-22,20090922,2009,3,9,September,39,22,Tuesday,2009-09
632,2009-09-23,20090923,2009,3,9,September,39,23,Wednesday,2009-09
633,2009-09-24,20090924,2009,3,9,September,39,24,Thursday,2009-09
634,2009-09-25,20090925,2009,3,9,September,39,25,Friday,2009-09
635,2009-09-26,20090926,2009,3,9,September,39,26,Saturday,2009-09
636,2009-09-27,20090927,2009,3,9,September,39,27,Sunday,2009-09
637,2009-09-28,20090928,2009,3,9,September,40,28,Monday,2009-09
638,2009-09-29,20090929,2009,3,9,September,40,29,Tuesday,2009-09
639,2009-09-30,20090930,2009,3,9,September,40,30,Wednesday,2009-09
640,2009-10-01,20091001,2009,4,10,October,40,1,Thursday,2009-10
641,2009-10-02,20091002,2009,4,10,October,40,2,Friday,2009-10
642,2009-10-03,20091003,2009,4,10,October,40,3,Saturday,2009-10
643,2009-10-04,20091004,2009,4,10,October,40,4,Sunday,2009-10
644,2009-10-05,20091005,2009,4,10,October,41,5,Monday,2009-10
645,2009-10-06,20091006,2009,4,10,October,41,6,Tuesday,2009-10
646,2009-10-07,20091007,2009,4,10,October,41,7,Wednesday,2009-10
647,2009-10-08,20091008,2009,4,10,October,41,8,Thursday,2009-10
648,2009-10-09,20091009,2009,4,10,October,41,9,Friday,2009-10
649,2009-10-10,20091010,2009,4,10,October,41,10,Saturday,2009-10
650,2009-10-11,20091011,2009,4,10,October,41,11,Sunday,2009-10
651,2009-10-12,20091012,2009,4,10,October,42,12,Monday,2009-10
652,2009-10-13,20091013,2009,4,10,October,42,13,Tuesday,2009-10
653,2009-10-14,20091014,2009,4,10,October,42,14,Wednesday,2009-10
654,2009-10-15,20091015,2009,4,10,October,42,15,Thursday,2009-10
655,2009-10-16,20091016,2009,4,10,October,42,16,Friday,2009-10
656,2009-10-17,20091017,2009,4,10,October,42,17,Saturday,2009-10
657,2009-10-18,20091018,2009,4,10,October,42,18,Sunday,2009-10
658,2009-10-19,20091019,2009,4,10,October,43,19,Monday,2009-10
659,2009-10-20,20091020,2009,4,10,October,43,20,Tuesday,2009-10
660,2009-10-21,20091021,2009,4,10,October,43,21,Wednesday,2009-10
661,2009-10-22,20091022,2009,4,10,October,43,22,Thursday,2009-10
662,2009-10-23,20091023,2009,4,10,October,43,23,Friday,2009-10
663,2009-10-24,20091024,2009,4,10,October,43,24,Saturday,2009-10
664,2009-10-25,20091025,2009,4,10,October,43,25,Sunday,2009-10
665,2009-10-26,20091026,2009,4,10,October,44,26,Monday,2009-10
666,2009-10-27,20091027,2009,4,10,October,44,27,Tuesday,2009-10
667,2009-10-28,20091028,2009,4,10,October,44,28,Wednesday,2009-10
668,2009-10-29,20091029,2009,4,10,October,44,29,Thursday,2009-10
669,2009-10-30,20091030,2009,4,10,October,44,30,Friday,2009-10
670,2009-10-31,20091031,2009,4,10,October,44,31,Saturday,2009-10
671,2009-11-01,20091101,2009,4,11,November,44,1,Sunday,2009-11
672,2009-11-02,20091102,2009,4,11,November,45,2,Monday,2009-11
673,2009-11-03,20091103,2009,4,11,November,45,3,Tuesday,2009-11
674,2009-11-04,20091104,2009,4,11,November,45,4,Wednesday,2009-11
675,2009-11-05,20091105,2009,4,11,November,45,5,Thursday,2009-11
676,2009-11-06,20091106,2009,4,11,November,45,6,Friday,2009-11
677,2009-11-07,20091107,2009,4,11,November,45,7,Saturday,2009-11
678,2009-11-08,20091108,2009,4,11,November,45,8,Sunday,2009-11
679,2009-11-09,20091109,2009,4,11,November,46,9,Monday,2009-11
680,2009-11-10,20091110,2009,4,11,November,46,10,Tuesday,2009-11
681,2009-11-11,20091111,2009,4,11,November,46,11,Wednesday,2009-11
682,2009-11-12,20091112,2009,4,11,November,46,12,Thursday,2009-11
683,2009-11-13,20091113,2009,4,11,November,46,13,Friday,2009-11
684,2009-11-14,20091114,2009,4,11,November,46,14,Saturday,2009-11
685,2009-11-15,20091115,2009,4,11,November,46,15,Sunday,2009-11
686,2009-11-16,20091116,2009,4,11,November,47,16,Monday,2009-11
687,2009-11-17,20091117,2009,4,11,November,47,17,Tuesday,2009-11
688,2009-11-18,20091118,2009,4,11,November,47,18,Wednesday,2009-11
689,2009-11-19,20091119,2009,4,11,November,47,19,Thursday,2009-11
690,2009-11-20,20091120,2009,4,11,November,47,20,Friday,2009-11
691,2009-11-21,20091121,2009,4,11,November,47,21,Saturday,2009-11
692,2009-11-22,20091122,2009,4,11,November,47,22,Sunday,2009-11
693,2009-11-23,20091123,2009,4,11,November,48,23,Monday,2009-11
694,2009-11-24,20091124,2009,4,11,November,48,24,Tuesday,2009-11
695,2009-11-25,20091125,2009,4,11,November,48,25,Wednesday,2009-11
696,2009-11-26,20091126,2009,4,11,November,48,26,Thursday,2009-11
697,2009-11-27,20091127,2009,4,11,November,48,27,Friday,2009-11
698,2009-11-28,20091128,2009,4,11,November,48,28,Saturday,2009-11
699,2009-11-29,20091129,2009,4,11,November,48,29,Sunday,2009-11
700,2009-11-30,20091130,2009,4,11,November,49,30,Monday,2009-11
701,2009-12-01,20091201,2009,4,12,December,49,1,Tuesday,2009-12
702,2009-12-02,20091202,2009,4,12,December,49,2,Wednesday,2009-12
703,2009-12-03,20091203,2009,4,12,December,49,3,Thursday,2009-12
704,2009-12-04,20091204,2009,4,12,December,49,4,Friday,2009-12
705,2009-12-05,20091205,2009,4,12,December,49,5,Saturday,2009-12
706,2009-12-06,20091206,2009,4,12,December,49,6,Sunday,2009-12
707,2009-12-07,20091207,2009,4,12,December,50,7,Monday,2009-12
708,2009-12-08,20091208,2009,4,12,December,50,8,Tuesday,2009-12
709,2009-12-09,20091209,2009,4,12,December,50,9,Wednesday,2009-12
710,2009-12-10,20091210,2009,4,12,December,50,10,Thursday,2009-12
711,2009-12-11,20091211,2009,4,12,December,50,11,Friday,2009-12
712,2009-12-12,20091212,2009,4,12,December,50,12,Saturday,2009-12
713,2009-12-13,20091213,2009,4,12,December,50,13,Sunday,2009-12
714,2009-12-14,20091214,2009,4,12,December,51,14,Monday,2009-12
715,2009-12-15,20091215,2009,4,12,December,51,15,Tuesday,2009-12
716,2009-12-16,20091216,2009,4,12,December,51,16,Wednesday,2009-12
717,2009-12-17,20091217,2009,4,12,December,51,17,Thursday,2009-12
718,2009-12-18,20091218,2009,4,12,December,51,18,Friday,2009-12
719,2009-12-19,20091219,2009,4,12,December,51,19,Saturday,2009-12
720,2009-12-20,20091220,2009,4,12,December,51,20,Sunday,2009-12
721,2009-12-21,20091221,2009,4,12,December,52,21,Monday,2009-12
722,2009-12-22,20091222,2009,4,12,December,52,22,Tuesday,2009-12
723,2009-12-23,20091223,2009,4,12,December,52,23,Wednesday,2009-12
724,2009-12-24,20091224,2009,4,12,December,52,24,Thursday,2009-12
725,2009-12-25,20091225,2009,4,12,December,52,25,Friday,2009-12
726,2009-12-26,20091226,2009,4,12,December,52,26,Saturday,2009-12
727,2009-12-27,20091227,2009,4,12,December,52,27,Sunday,2009-12
728,2009-12-28,20091228,2009,4,12,December,53,28,Monday,2009-12
729,2009-12-29,20091229,2009,4,12,December,53,29,Tuesday,2009-12
730,2009-12-30,20091230,2009,4,12,December,53,30,Wednesday,2009-12
731,2009-12-31,20091231,2009,4,12,December,53,31,Thursday,2009-12
