SalesSRKey,DateSRKey,ProductSRKey,CustomerSRKey,GeographySRKey,Quantity,Net Price,SalesAmount
5878,65,1662,3585,38,1,15.7077,15.7077
5879,65,1662,3586,16,1,15.7077,15.7077
5880,65,1662,3587,21,1,15.7077,15.7077
5881,65,1662,3589,39,1,15.7077,15.7077
5882,65,1662,3591,32,1,15.7077,15.7077
5883,65,1662,3966,23,1,15.7077,15.7077
5884,65,1662,3967,35,1,15.7077,15.7077
5885,65,1662,3969,22,1,15.7077,15.7077
5886,65,1662,3972,10,1,15.7077,15.7077
5887,65,1662,3973,9,1,15.7077,15.7077
5888,65,1662,3974,16,1,15.7077,15.7077
5889,65,1662,3975,17,1,15.7077,15.7077
5890,65,1686,1749,31,1,65.2209,65.2209
5891,65,1686,1782,26,1,65.2209,65.2209
5892,65,1686,1783,30,1,65.2209,65.2209
5893,65,1686,1789,10,1,65.2209,65.2209
5894,65,1661,4489,8,1,4.6407,4.6407
5895,65,1661,4490,7,1,4.6407,4.6407
5896,65,1661,4492,30,1,4.6407,4.6407
5897,65,1661,4493,35,1,4.6407,4.6407
5898,65,1661,4494,22,1,4.6407,4.6407
5899,65,1661,4496,37,1,4.6407,4.6407
5900,65,1661,4497,17,1,4.6407,4.6407
5901,65,1661,4499,12,1,4.6407,4.6407
5902,65,1661,4500,15,1,4.6407,4.6407
5903,65,1661,4501,30,1,4.6407,4.6407
5904,65,1661,4503,6,1,4.6407,4.6407
5905,65,1661,4504,6,1,4.6407,4.6407
5906,65,1661,4505,17,1,4.6407,4.6407
5907,65,667,8859,12,1,126.48,126.48
5908,65,356,8858,6,1,361.77,361.77
5909,65,1128,8858,6,1,401.76,401.76
5910,65,2252,8858,6,1,111.5907,111.5907
5911,65,1351,8858,6,1,13.1967,13.1967
5912,65,2246,8858,6,1,74.3535,74.3535
5913,65,1569,8858,6,1,11.7738,11.7738
5914,65,1398,8858,6,1,185.07,185.07
5915,65,293,8858,6,1,259.47,259.47
5916,65,2387,8858,6,1,185.9907,185.9907
5917,65,1037,8858,6,1,290.16,290.16
5918,65,2014,8858,6,1,88.3407,88.3407
5919,65,1568,8858,6,1,21.2877,21.2877
5920,65,280,8858,6,1,380.37,380.37
5921,65,1151,8858,6,1,392.46,392.46
5922,65,1405,8858,6,1,213.9,213.9
5923,65,1068,8858,6,1,528.24,528.24
5924,65,1193,8858,6,1,153.45,153.45
5925,65,994,8858,6,1,186.0,186.0
5926,65,2119,8858,6,1,693.7707,693.7707
5927,65,934,8858,6,1,173.817,173.817
5928,65,1383,8858,6,1,33.4707,33.4707
5929,65,1558,8858,6,1,203.67,203.67
5930,65,1012,8858,6,1,249.24,249.24
5931,65,2255,8858,6,1,27.8907,27.8907
5932,65,1228,8858,6,1,46.4907,46.4907
5933,65,991,8858,6,1,184.14,184.14
5934,65,1361,8858,6,1,12.0807,12.0807
5935,65,1130,8858,6,1,381.3,381.3
5936,65,1364,8858,6,1,25.1007,25.1007
5937,65,1125,8858,6,1,588.69,588.69
5938,65,1858,8858,6,1,1487.07,1487.07
5939,65,1902,8858,6,1,278.9907,278.9907
5940,65,10,8856,13,1,55.7907,55.7907
5941,65,356,8858,6,2,361.77,723.54
5942,65,1128,8858,6,2,401.76,803.52
5943,65,2252,8858,6,2,111.5907,223.1814
5944,65,1351,8858,6,2,13.1967,26.3934
5945,65,2246,8858,6,2,74.3535,148.707
5946,65,1569,8858,6,2,11.7738,23.5476
5947,65,293,8858,6,2,259.47,518.94
5948,65,2387,8858,6,2,185.9907,371.9814
5949,65,280,8858,6,2,380.37,760.74
5950,65,1151,8858,6,2,392.46,784.92
5951,65,1405,8858,6,2,213.9,427.8
5952,65,1068,8858,6,2,528.24,1056.48
5953,65,1193,8858,6,2,153.45,306.9
5954,65,2119,8858,6,2,693.7707,1387.5414
5955,65,934,8858,6,2,173.817,347.634
5956,65,1558,8858,6,2,203.67,407.34
5957,65,1012,8858,6,2,249.24,498.48
5958,65,2255,8858,6,2,27.8907,55.7814
5959,65,1228,8858,6,2,46.4907,92.9814
5960,65,991,8858,6,2,184.14,368.28
5961,65,1130,8858,6,2,381.3,762.6
5962,65,1364,8858,6,2,25.1007,50.2014
5963,65,1125,8858,6,2,588.69,1177.38
5964,65,1902,8858,6,2,278.9907,557.9814
5965,65,667,8859,12,2,126.48,252.96
5966,65,1675,4487,17,2,5.0127,10.0254
5967,65,1662,3582,30,2,15.7077,31.4154
5968,65,1662,3970,32,2,15.7077,31.4154
5969,65,360,6529,11,2,303.18,606.36
5970,65,1661,4491,10,2,4.6407,9.2814
5971,65,1661,4502,6,2,4.6407,9.2814
5972,65,1675,4483,20,3,5.0127,15.0381
5973,65,1661,4498,31,3,4.6407,13.9221
5974,65,1662,3577,12,3,15.7077,47.1231
5975,65,1662,3965,6,3,15.7077,47.1231
5976,65,360,6443,25,3,303.18,909.54
5977,65,360,6531,6,3,303.18,909.54
5978,65,356,8858,6,3,361.77,1085.31
5979,65,1128,8858,6,3,401.76,1205.28
5980,65,2252,8858,6,3,111.5907,334.7721
5981,65,2246,8858,6,3,74.3535,223.0605
5982,65,1569,8858,6,3,11.7738,35.3214
5983,65,1398,8858,6,3,185.07,555.21
5984,65,2387,8858,6,3,185.9907,557.9721
5985,65,1037,8858,6,3,290.16,870.48
5986,65,2014,8858,6,3,88.3407,265.0221
5987,65,1568,8858,6,3,21.2877,63.8631
5988,65,280,8858,6,3,380.37,1141.1100000000001
5989,65,1405,8858,6,3,213.9,641.7
5990,65,994,8858,6,3,186.0,558.0
5991,65,934,8858,6,3,173.817,521.451
5992,65,1383,8858,6,3,33.4707,100.41210000000001
5993,65,1558,8858,6,3,203.67,611.01
5994,65,1012,8858,6,3,249.24,747.72
5995,65,1228,8858,6,3,46.4907,139.47209999999998
5996,65,1361,8858,6,3,12.0807,36.2421
5997,65,1130,8858,6,3,381.3,1143.9
5998,65,1364,8858,6,3,25.1007,75.3021
5999,65,1125,8858,6,3,588.69,1766.0700000000002
6000,65,1858,8858,6,3,1487.07,4461.21
6001,65,1902,8858,6,3,278.9907,836.9721
6002,65,10,8856,13,3,55.7907,167.3721
6003,65,1675,4469,16,4,5.0127,20.0508
6004,65,1675,4472,20,4,5.0127,20.0508
6005,65,1661,4495,34,4,4.6407,18.5628
6006,65,1662,3579,7,4,15.7077,62.8308
6007,65,1662,3968,9,4,15.7077,62.8308
6008,65,1662,3976,21,4,15.7077,62.8308
6009,65,1749,6687,15,4,31.62,126.48
6010,65,667,8859,12,4,126.48,505.92
6011,65,356,8858,6,4,361.77,1447.08
6012,65,2252,8858,6,4,111.5907,446.3628
6013,65,1351,8858,6,4,13.1967,52.7868
6014,65,2246,8858,6,4,74.3535,297.414
6015,65,1569,8858,6,4,11.7738,47.0952
6016,65,1398,8858,6,4,185.07,740.28
6017,65,293,8858,6,4,259.47,1037.88
6018,65,1037,8858,6,4,290.16,1160.64
6019,65,2014,8858,6,4,88.3407,353.3628
6020,65,1568,8858,6,4,21.2877,85.1508
6021,65,280,8858,6,4,380.37,1521.48
6022,65,1151,8858,6,4,392.46,1569.84
6023,65,1068,8858,6,4,528.24,2112.96
6024,65,1193,8858,6,4,153.45,613.8
6025,65,994,8858,6,4,186.0,744.0
6026,65,2119,8858,6,4,693.7707,2775.0828
6027,65,1383,8858,6,4,33.4707,133.8828
6028,65,1558,8858,6,4,203.67,814.68
6029,65,1012,8858,6,4,249.24,996.96
6030,65,2255,8858,6,4,27.8907,111.5628
6031,65,1228,8858,6,4,46.4907,185.9628
6032,65,991,8858,6,4,184.14,736.56
6033,65,1361,8858,6,4,12.0807,48.3228
6034,65,1364,8858,6,4,25.1007,100.4028
6035,65,1125,8858,6,4,588.69,2354.76
6036,65,1858,8858,6,4,1487.07,5948.28
6037,65,1902,8858,6,4,278.9907,1115.9628
6038,65,1130,8858,6,4,381.3,1525.2
6039,65,10,8856,13,4,55.7907,223.1628
6040,66,1840,6887,68,1,2520.255,2520.255
6041,66,1840,6888,82,1,2520.255,2520.255
6042,66,1840,6889,85,1,2520.255,2520.255
6043,66,1840,6893,44,1,2520.255,2520.255
6044,66,1840,6894,44,1,2520.255,2520.255
6045,66,1840,6895,84,1,2520.255,2520.255
6046,66,1840,6900,81,1,2520.255,2520.255
6047,66,1840,6906,56,1,2520.255,2520.255
6048,66,51,2826,257,1,189.9525,189.9525
6049,66,51,2828,59,1,189.9525,189.9525
6050,66,51,2830,204,1,189.9525,189.9525
6051,66,51,2831,281,1,189.9525,189.9525
6052,66,1740,8152,203,1,29.8205,29.8205
6053,66,1740,8153,284,1,29.8205,29.8205
6054,66,1740,8155,47,1,29.8205,29.8205
6055,66,1740,8159,202,1,29.8205,29.8205
6056,66,1740,8160,62,1,29.8205,29.8205
6057,66,1740,8161,82,1,29.8205,29.8205
6058,66,200,7618,41,1,654.55,654.55
6059,66,200,7620,284,1,654.55,654.55
6060,66,200,7622,58,1,654.55,654.55
6061,66,200,7623,200,1,654.55,654.55
6062,66,200,7624,269,1,654.55,654.55
6063,66,49,2814,258,1,189.9525,189.9525
6064,66,49,2815,201,1,189.9525,189.9525
6065,66,49,2817,277,1,189.9525,189.9525
6066,66,49,2825,204,1,189.9525,189.9525
6067,66,49,2833,45,1,189.9525,189.9525
6068,66,49,2834,45,1,189.9525,189.9525
6069,66,49,2835,46,1,189.9525,189.9525
6070,66,49,2840,269,1,189.9525,189.9525
6071,66,49,2841,202,1,189.9525,189.9525
6072,66,49,2847,255,1,189.9525,189.9525
6073,66,1819,4056,71,1,949.05,949.05
6074,66,1819,4057,61,1,949.05,949.05
6075,66,1819,4058,48,1,949.05,949.05
6076,66,1819,4059,70,1,949.05,949.05
6077,66,1819,4060,202,1,949.05,949.05
6078,66,1721,7849,74,1,26.6,26.6
6079,66,1721,7850,75,1,26.6,26.6
6080,66,1721,7851,202,1,26.6,26.6
6081,66,1721,7852,204,1,26.6,26.6
6082,66,1721,7871,46,1,26.6,26.6
6083,66,1721,7873,74,1,26.6,26.6
6084,66,192,3556,67,1,284.05,284.05
6085,66,192,3663,46,1,284.05,284.05
6086,66,192,3665,65,1,284.05,284.05
6087,66,192,3666,277,1,284.05,284.05
6088,66,192,3668,60,1,284.05,284.05
6089,66,1721,8067,271,1,26.6,26.6
6090,66,1721,8068,47,1,26.6,26.6
6091,66,1721,8069,45,1,26.6,26.6
6092,66,1721,8070,257,1,26.6,26.6
6093,66,1721,8071,57,1,26.6,26.6
6094,66,1721,8076,274,1,26.6,26.6
6095,66,1721,8077,46,1,26.6,26.6
6096,66,1694,4099,200,1,66.6235,66.6235
6097,66,1694,4100,196,1,66.6235,66.6235
6098,66,1694,4101,61,1,66.6235,66.6235
6099,66,1694,4103,271,1,66.6235,66.6235
6100,66,1789,7874,257,1,30.4,30.4
6101,66,1789,7875,78,1,30.4,30.4
6102,66,1789,7934,199,1,30.4,30.4
6103,66,1789,7935,277,1,30.4,30.4
6104,66,1789,7943,60,1,30.4,30.4
6105,66,1789,8065,279,1,30.4,30.4
6106,66,1789,8066,58,1,30.4,30.4
6107,66,1728,1935,83,1,103.55,103.55
6108,66,1728,1937,63,1,103.55,103.55
6109,66,1728,1940,46,1,103.55,103.55
6110,66,1728,1949,45,1,103.55,103.55
6111,66,1728,1950,68,1,103.55,103.55
6112,66,1728,1954,53,1,103.55,103.55
6113,66,1728,1955,60,1,103.55,103.55
6114,66,1643,2702,258,1,4.7405,4.7405
6115,66,1643,2784,58,1,4.7405,4.7405
6116,66,1643,2786,196,1,4.7405,4.7405
6117,66,1643,2787,255,1,4.7405,4.7405
6118,66,1643,2788,262,1,4.7405,4.7405
6119,66,1643,2789,286,1,4.7405,4.7405
6120,66,1643,2804,69,1,4.7405,4.7405
6121,66,1643,2893,200,1,4.7405,4.7405
6122,66,1643,2894,271,1,4.7405,4.7405
6123,66,1643,2898,78,1,4.7405,4.7405
6124,66,1643,2899,284,1,4.7405,4.7405
6125,66,1643,2900,258,1,4.7405,4.7405
6126,66,1643,2932,196,1,4.7405,4.7405
6127,66,1643,2933,201,1,4.7405,4.7405
6128,66,1643,2985,83,1,4.7405,4.7405
6129,66,1643,2990,48,1,4.7405,4.7405
6130,66,1643,2992,202,1,4.7405,4.7405
6131,66,1643,2995,84,1,4.7405,4.7405
6132,66,1643,2996,277,1,4.7405,4.7405
6133,66,1643,2998,80,1,4.7405,4.7405
6134,66,1643,2999,275,1,4.7405,4.7405
6135,66,1643,3001,46,1,4.7405,4.7405
6136,66,1643,3002,255,1,4.7405,4.7405
6137,66,1643,3003,44,1,4.7405,4.7405
6138,66,1643,3142,45,1,4.7405,4.7405
6139,66,1643,3234,127,1,4.7405,4.7405
6140,66,1643,3235,271,1,4.7405,4.7405
6141,66,1643,3237,206,1,4.7405,4.7405
6142,66,1643,3239,45,1,4.7405,4.7405
6143,66,1661,2348,258,1,4.7405,4.7405
6144,66,1661,2349,45,1,4.7405,4.7405
6145,66,1661,2350,71,1,4.7405,4.7405
6146,66,1661,2352,69,1,4.7405,4.7405
6147,66,1661,2353,277,1,4.7405,4.7405
6148,66,1661,2354,59,1,4.7405,4.7405
6149,66,1661,2390,262,1,4.7405,4.7405
6150,66,1661,2392,44,1,4.7405,4.7405
6151,66,1661,2393,65,1,4.7405,4.7405
6152,66,1661,2394,257,1,4.7405,4.7405
6153,66,1661,2395,269,1,4.7405,4.7405
6154,66,1661,2396,53,1,4.7405,4.7405
6155,66,1661,2397,69,1,4.7405,4.7405
6156,66,1661,2398,206,1,4.7405,4.7405
6157,66,1661,2444,268,1,4.7405,4.7405
6158,66,1661,2445,275,1,4.7405,4.7405
6159,66,1661,2446,276,1,4.7405,4.7405
6160,66,1661,2447,206,1,4.7405,4.7405
6161,66,1661,2448,80,1,4.7405,4.7405
6162,66,1661,2449,62,1,4.7405,4.7405
6163,66,1661,2476,128,1,4.7405,4.7405
6164,66,1661,2480,72,1,4.7405,4.7405
6165,66,1661,2481,273,1,4.7405,4.7405
6166,66,1661,2482,47,1,4.7405,4.7405
6167,66,1661,2483,273,1,4.7405,4.7405
6168,66,1661,2485,74,1,4.7405,4.7405
6169,66,1661,2486,265,1,4.7405,4.7405
6170,66,1661,2487,61,1,4.7405,4.7405
6171,66,1661,2494,84,1,4.7405,4.7405
6172,66,1661,2495,86,1,4.7405,4.7405
6173,66,1661,2697,257,1,4.7405,4.7405
6174,66,664,8675,267,1,74.1,74.1
6175,66,663,8675,267,1,86.45,86.45
6176,66,692,8675,267,1,86.45,86.45
6177,66,657,8675,267,1,160.55,160.55
6178,66,657,8676,66,1,160.55,160.55
6179,66,692,8676,66,1,86.45,86.45
6180,66,548,8659,182,1,132.05,132.05
6181,66,554,8659,182,1,217.55,217.55
6182,66,551,8659,182,1,2374.05,2374.05
6183,66,791,8646,212,1,11.305,11.305
6184,66,2112,8646,212,1,1567.5,1567.5
6185,66,1601,8646,212,1,208.05,208.05
6186,66,1363,8646,212,1,21.8405,21.8405
6187,66,971,8646,212,1,254.6,254.6
6188,66,1883,8646,212,1,468.35,468.35
6189,66,903,8646,212,1,0.9025,0.9025
6190,66,1301,8646,212,1,34.1905,34.1905
6191,66,804,8646,212,1,24.225,24.225
6192,66,450,8646,212,1,284.905,284.905
6193,66,975,8646,212,1,179.075,179.075
6194,66,1606,8646,212,1,13.1955,13.1955
6195,66,1561,8646,212,1,13.1955,13.1955
6196,66,1070,8646,212,1,340.1,340.1
6197,66,792,8646,212,1,12.3025,12.3025
6198,66,2155,8646,212,1,708.6905,708.6905
6199,66,2331,8646,212,1,189.9905,189.9905
6200,66,2062,8646,212,1,90.2405,90.2405
6201,66,350,8646,212,1,363.8025,363.8025
6202,66,2264,8646,212,1,604.1905,604.1905
6203,66,1176,8646,212,1,410.4,410.4
6204,66,855,8646,212,1,19.912,19.912
6205,66,387,8646,212,1,720.1,720.1
6206,66,1141,8646,212,1,817.0,817.0
6207,66,1163,8646,212,1,845.5,845.5
6208,66,165,8646,212,1,65.55,65.55
6209,66,489,8646,212,1,56.05,56.05
6210,66,2395,8646,212,1,70.2905,70.2905
6211,66,329,8646,212,1,189.05,189.05
6212,66,1208,8646,212,1,1482.0,1482.0
6213,66,2044,8646,212,1,90.2405,90.2405
6214,66,2380,8646,212,1,189.9905,189.9905
6215,66,1351,8646,212,1,13.4805,13.4805
6216,66,1265,8646,212,1,74.0905,74.0905
6217,66,1239,8646,212,1,35.1405,35.1405
6218,66,2204,8646,212,1,113.9905,113.9905
6219,66,1228,8646,212,1,47.4905,47.4905
6220,66,1408,8646,212,1,284.05,284.05
6221,66,1186,8646,212,1,1444.0,1444.0
6222,66,1569,8646,212,1,12.027,12.027
6223,66,1907,8646,212,1,468.35,468.35
6224,66,2101,8646,212,1,708.6905,708.6905
6225,66,2213,8646,212,1,96.8905,96.8905
6226,66,964,8646,212,1,188.1,188.1
6227,66,373,8646,212,1,1234.05,1234.05
6228,66,1602,8646,212,1,208.05,208.05
6229,66,1071,8646,212,1,639.35,639.35
6230,66,304,8646,212,1,350.55,350.55
6231,66,1539,8646,212,1,381.9,381.9
6232,66,2444,8646,212,1,28.5,28.5
6233,66,1607,8646,212,1,9.4905,9.4905
6234,66,791,8646,212,2,11.305,22.61
6235,66,1601,8646,212,2,208.05,416.1
6236,66,1363,8646,212,2,21.8405,43.681
6237,66,971,8646,212,2,254.6,509.2
6238,66,1883,8646,212,2,468.35,936.7
6239,66,903,8646,212,2,0.9025,1.805
6240,66,804,8646,212,2,24.225,48.45
6241,66,450,8646,212,2,284.905,569.81
6242,66,975,8646,212,2,179.075,358.15
6243,66,1606,8646,212,2,13.1955,26.391
6244,66,792,8646,212,2,12.3025,24.605
6245,66,2155,8646,212,2,708.6905,1417.381
6246,66,2331,8646,212,2,189.9905,379.981
6247,66,2062,8646,212,2,90.2405,180.481
6248,66,350,8646,212,2,363.8025,727.605
6249,66,2264,8646,212,2,604.1905,1208.381
6250,66,1176,8646,212,2,410.4,820.8
6251,66,855,8646,212,2,19.912,39.824
6252,66,387,8646,212,2,720.1,1440.2
6253,66,1070,8646,212,2,340.1,680.2
6254,66,165,8646,212,2,65.55,131.1
6255,66,489,8646,212,2,56.05,112.1
6256,66,2395,8646,212,2,70.2905,140.581
6257,66,1208,8646,212,2,1482.0,2964.0
6258,66,2044,8646,212,2,90.2405,180.481
6259,66,2380,8646,212,2,189.9905,379.981
6260,66,1351,8646,212,2,13.4805,26.961
6261,66,1228,8646,212,2,47.4905,94.981
6262,66,2101,8646,212,2,708.6905,1417.381
6263,66,2213,8646,212,2,96.8905,193.781
6264,66,964,8646,212,2,188.1,376.2
6265,66,1239,8646,212,2,35.1405,70.281
6266,66,373,8646,212,2,1234.05,2468.1
6267,66,304,8646,212,2,350.55,701.1
6268,66,554,8659,182,2,217.55,435.1
6269,66,664,8675,267,2,74.1,148.2
6270,66,663,8675,267,2,86.45,172.9
6271,66,49,2816,276,2,189.9525,379.905
6272,66,51,2827,206,2,189.9525,379.905
6273,66,1819,4061,275,2,949.05,1898.1
6274,66,692,8675,267,2,86.45,172.9
6275,66,1721,7853,83,2,26.6,53.2
6276,66,1789,7933,255,2,30.4,60.8
6277,66,192,3664,202,2,284.05,568.1
6278,66,657,8676,66,2,160.55,321.1
6279,66,1643,2991,64,2,4.7405,9.481
6280,66,1643,3233,48,2,4.7405,9.481
6281,66,1740,8154,45,2,29.8205,59.641
6282,66,1740,8162,74,2,29.8205,59.641
6283,66,1661,2351,76,2,4.7405,9.481
6284,66,1661,2399,286,2,4.7405,9.481
6285,66,663,8675,267,3,86.45,259.35
6286,66,49,2846,196,3,189.9525,569.8575
6287,66,548,8659,182,3,132.05,396.15000000000003
6288,66,1661,2391,202,3,4.7405,14.221499999999999
6289,66,657,8676,66,3,160.55,481.65000000000003
6290,66,1728,1938,69,3,103.55,310.65
6291,66,1728,1946,80,3,103.55,310.65
6292,66,692,8676,66,3,86.45,259.35
6293,66,192,3667,277,3,284.05,852.1500000000001
6294,66,554,8659,182,3,217.55,652.6500000000001
6295,66,200,7619,79,3,654.55,1963.6499999999999
6296,66,200,7625,202,3,654.55,1963.6499999999999
6297,66,1840,6901,87,3,2520.255,7560.765
6298,66,1643,2783,44,3,4.7405,14.221499999999999
6299,66,1643,2997,68,3,4.7405,14.221499999999999
6300,66,791,8646,212,3,11.305,33.915
6301,66,2112,8646,212,3,1567.5,4702.5
6302,66,1601,8646,212,3,208.05,624.1500000000001
6303,66,1883,8646,212,3,468.35,1405.0500000000002
6304,66,1301,8646,212,3,34.1905,102.5715
6305,66,450,8646,212,3,284.905,854.7149999999999
6306,66,1561,8646,212,3,13.1955,39.5865
6307,66,1070,8646,212,3,340.1,1020.3000000000001
6308,66,2155,8646,212,3,708.6905,2126.0715
6309,66,2062,8646,212,3,90.2405,270.7215
6310,66,387,8646,212,3,720.1,2160.3
6311,66,1141,8646,212,3,817.0,2451.0
6312,66,1163,8646,212,3,845.5,2536.5
6313,66,489,8646,212,3,56.05,168.14999999999998
6314,66,329,8646,212,3,189.05,567.1500000000001
6315,66,2380,8646,212,3,189.9905,569.9715
6316,66,1351,8646,212,3,13.4805,40.4415
6317,66,1265,8646,212,3,74.0905,222.2715
6318,66,1239,8646,212,3,35.1405,105.42150000000001
6319,66,2204,8646,212,3,113.9905,341.9715
6320,66,1228,8646,212,3,47.4905,142.4715
6321,66,1408,8646,212,3,284.05,852.1500000000001
6322,66,1569,8646,212,3,12.027,36.080999999999996
6323,66,1907,8646,212,3,468.35,1405.0500000000002
6324,66,2213,8646,212,3,96.8905,290.67150000000004
6325,66,1602,8646,212,3,208.05,624.1500000000001
6326,66,1071,8646,212,3,639.35,1918.0500000000002
6327,66,304,8646,212,3,350.55,1051.65
6328,66,1539,8646,212,3,381.9,1145.6999999999998
6329,66,2444,8646,212,3,28.5,85.5
6330,66,1607,8646,212,3,9.4905,28.471500000000002
6331,66,1819,4062,66,4,949.05,3796.2
6332,66,49,2842,204,4,189.9525,759.81
6333,66,1661,2443,265,4,4.7405,18.962
6334,66,1661,2479,73,4,4.7405,18.962
6335,66,1661,2484,48,4,4.7405,18.962
6336,66,692,8675,267,4,86.45,345.8
6337,66,657,8675,267,4,160.55,642.2
6338,66,657,8676,66,4,160.55,642.2
6339,66,1694,4102,85,4,66.6235,266.494
6340,66,1643,2701,56,4,4.7405,18.962
6341,66,1643,2892,267,4,4.7405,18.962
6342,66,548,8659,182,4,132.05,528.2
6343,66,551,8659,182,4,2374.05,9496.2
6344,66,2112,8646,212,4,1567.5,6270.0
6345,66,1601,8646,212,4,208.05,832.2
6346,66,1363,8646,212,4,21.8405,87.362
6347,66,971,8646,212,4,254.6,1018.4
6348,66,1301,8646,212,4,34.1905,136.762
6349,66,804,8646,212,4,24.225,96.9
6350,66,450,8646,212,4,284.905,1139.62
6351,66,975,8646,212,4,179.075,716.3
6352,66,1070,8646,212,4,340.1,1360.4
6353,66,2331,8646,212,4,189.9905,759.962
6354,66,350,8646,212,4,363.8025,1455.21
6355,66,2264,8646,212,4,604.1905,2416.762
6356,66,1176,8646,212,4,410.4,1641.6
6357,66,855,8646,212,4,19.912,79.648
6358,66,1141,8646,212,4,817.0,3268.0
6359,66,1163,8646,212,4,845.5,3382.0
6360,66,165,8646,212,4,65.55,262.2
6361,66,2395,8646,212,4,70.2905,281.162
6362,66,329,8646,212,4,189.05,756.2
6363,66,1208,8646,212,4,1482.0,5928.0
6364,66,2044,8646,212,4,90.2405,360.962
6365,66,1239,8646,212,4,35.1405,140.562
6366,66,1408,8646,212,4,284.05,1136.2
6367,66,1186,8646,212,4,1444.0,5776.0
6368,66,1569,8646,212,4,12.027,48.108
6369,66,2101,8646,212,4,708.6905,2834.762
6370,66,964,8646,212,4,188.1,752.4
6371,66,1602,8646,212,4,208.05,832.2
6372,66,1539,8646,212,4,381.9,1527.6
6373,66,2444,8646,212,4,28.5,114.0
6374,66,1607,8646,212,4,9.4905,37.962
6375,69,174,4969,84,1,120.555,120.555
6376,69,174,4970,268,1,120.555,120.555
6377,69,174,4973,48,1,120.555,120.555
6378,69,174,4981,56,1,120.555,120.555
6379,69,2484,8647,196,1,4.503,4.503
6380,69,1654,5146,57,1,8.5405,8.5405
6381,69,1654,5148,202,1,8.5405,8.5405
6382,69,1654,5149,258,1,8.5405,8.5405
6383,69,1654,5150,267,1,8.5405,8.5405
6384,69,1654,5151,48,1,8.5405,8.5405
6385,69,1654,5161,46,1,8.5405,8.5405
6386,69,1654,5170,61,1,8.5405,8.5405
6387,69,1654,5171,258,1,8.5405,8.5405
6388,69,1654,5172,73,1,8.5405,8.5405
6389,69,1654,5174,81,1,8.5405,8.5405
6390,69,1654,5175,82,1,8.5405,8.5405
6391,69,1654,5177,273,1,8.5405,8.5405
6392,69,1654,5178,48,1,8.5405,8.5405
6393,69,1654,5179,67,1,8.5405,8.5405
6394,69,1654,5181,265,1,8.5405,8.5405
6395,69,1654,5182,68,1,8.5405,8.5405
6396,69,1654,5183,199,1,8.5405,8.5405
6397,69,1654,5237,203,1,8.5405,8.5405
6398,69,1654,5238,200,1,8.5405,8.5405
6399,69,1654,5239,73,1,8.5405,8.5405
6400,69,1654,5240,79,1,8.5405,8.5405
6401,69,1654,5241,271,1,8.5405,8.5405
6402,69,1654,5291,261,1,8.5405,8.5405
6403,69,1654,5292,284,1,8.5405,8.5405
6404,69,1654,5296,253,1,8.5405,8.5405
6405,69,1654,5297,48,1,8.5405,8.5405
6406,69,1654,5299,60,1,8.5405,8.5405
6407,69,1654,5300,273,1,8.5405,8.5405
6408,69,1654,5301,267,1,8.5405,8.5405
6409,69,1654,5302,257,1,8.5405,8.5405
6410,69,1706,4187,204,1,75.81,75.81
6411,69,1706,4188,196,1,75.81,75.81
6412,69,1706,4189,269,1,75.81,75.81
6413,69,1706,4190,284,1,75.81,75.81
6414,69,1706,4193,258,1,75.81,75.81
6415,69,1706,4195,59,1,75.81,75.81
6416,69,200,7759,258,1,654.55,654.55
6417,69,200,7760,199,1,654.55,654.55
6418,69,200,7761,273,1,654.55,654.55
6419,69,200,7762,53,1,654.55,654.55
6420,69,200,7764,72,1,654.55,654.55
6421,69,495,4017,56,1,246.05,246.05
6422,69,495,4018,68,1,246.05,246.05
6423,69,495,4019,262,1,246.05,246.05
6424,69,495,4021,63,1,246.05,246.05
6425,69,495,4022,78,1,246.05,246.05
6426,69,495,4023,71,1,246.05,246.05
6427,69,1135,3855,64,1,1520.0,1520.0
6428,69,1135,3856,80,1,1520.0,1520.0
6429,69,1135,3857,48,1,1520.0,1520.0
6430,69,1135,3862,60,1,1520.0,1520.0
6431,69,1135,3863,65,1,1520.0,1520.0
6432,69,1135,3896,64,1,1520.0,1520.0
6433,69,201,7772,262,1,759.05,759.05
6434,69,201,7773,206,1,759.05,759.05
6435,69,201,7775,258,1,759.05,759.05
6436,69,201,7776,258,1,759.05,759.05
6437,69,201,7777,200,1,759.05,759.05
6438,69,201,7778,261,1,759.05,759.05
6439,69,201,7779,201,1,759.05,759.05
6440,69,201,7780,47,1,759.05,759.05
6441,69,1809,4418,44,1,949.05,949.05
6442,69,1809,4419,271,1,949.05,949.05
6443,69,1809,4421,66,1,949.05,949.05
6444,69,1809,4423,206,1,949.05,949.05
6445,69,1809,4424,276,1,949.05,949.05
6446,69,1809,4427,81,1,949.05,949.05
6447,69,1809,4428,199,1,949.05,949.05
6448,69,201,7781,48,1,759.05,759.05
6449,69,201,7783,205,1,759.05,759.05
6450,69,201,7784,66,1,759.05,759.05
6451,69,201,7785,88,1,759.05,759.05
6452,69,1798,1361,196,1,30.4,30.4
6453,69,1798,1363,76,1,30.4,30.4
6454,69,1798,1365,267,1,30.4,30.4
6455,69,1798,1366,265,1,30.4,30.4
6456,69,1798,1369,59,1,30.4,30.4
6457,69,1800,1371,46,1,30.4,30.4
